source_dataset,source_file,source_id,source_row_number,text,raw_label,normalized_raw_label,macro_label
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1763,1764,USER اه ساض لسه راجع والله ما كنت عايز ارجع,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1765,1766,USER كيفك يا وجعي URL,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1767,1768,طيب كتير هالقد هضاامه URL,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1768,1769,#حلب_تباد من الطيران الروسي URL والثوار عبيتقاتلو بالغوطه والنظام عبيقرقع مته,Syria,Syria,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1770,1771,مكانك وضعك الكهربائي,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1771,1772,USER مرحبا صبايا وشباب انشالله الجميع بخير هلق اتواصلت مع بيا وكنزه مرسلي واتفقنا نطلق المشروع الجوايز اول الربيع يعني ب,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1772,1773,USER لا تعلمني كيف اصطاد السمك اعطيني مصاري و انا بشتري سمكه,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1774,1775,شو بدنا احسن من هيك زادولنا عالراتب NUM جرار غاز,Syria,Syria,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1775,1776,USER وكان الوقت في بعدك واقف مبيمشيش,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1778,1779,USER ايهاب لازم تعرف بلي سهيله تبغيك متخلوش الفرصه لعباس و دينا يستشفاو لازم تولو كيما كنتو غنيلها اغنيه علي ذوقك #Ihabamir #s,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1782,1783,USER USER USER هذا الواقع هذا العام ليش نضحك علي انفسنا بعكس العامين الماضيين الذي كان فيه النصر مرشح لكل البطولات,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1783,1784,USER انا ماشي اكحل شكوون احنا,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1785,1786,شباب قصر الحيران NUM NUM امل متليلي الشوط اول نصف ساعه لعب,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1786,1787,عمرو دراج بتاع الاخوان بيناشد الجماهير في موقع باطل بالصوت والصوره علي مقاطعه الاستفتاء علي اساس ان التعديلات باطله بصراحه قوله حق يراد به باطل انا علي كلامه موش موافق لان كل اخواني حتي لو طعن ف السن URL URL,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1787,1788,ياريت تسمعها وتركز الشيخ دا لا سلفي ولا اخواني ولا تبع اي حسب دي علي السنه وبس وكمان كل كلامه بالادله من URL URL,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1788,1789,USER والله الفاكهه صرلا يومين معفني ما في مين يحط بالبراد #انا_مش_مبسوط,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1789,1790,لاصحاب المحلات التجاريه العقارات بيع اونلاين عرض لفتره محدوده جدا اعلانك معنا بوصل NUM NUM مشاهده حقيقيات و قدامك فقط ب NUM شيكل لفتره محدوده,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1790,1791,USER USER احتاج سناب بلس ضروري واخاف احلمه يتقفل حسابي كيف تقول انه تحدث الروابط وبعدين تقول حمله الحظر باقي مستمره,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1793,1794,يخلف عليكو بس الاكل بخزي وما بيتاكل والله يلعنها الساعه اللي انعزمت فيها عندكوا #نحو_حياه_خاليه_من_المجاملات,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1794,1795,وحده قالت لجوزها عندي اواعي كتير بدي اتبرع فيهم حكالها كبيهم في الزباله قالت حرام والله في URL URL,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1797,1798,USER البلد يعيش في منطقه محترقه ولا تجاره بريه ولا سياحه ولا حركه اقتصاديه وفوق هالشي في قرار بافشال العهد وتحميله المسؤولي,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1799,1800,USER يارب متحوجنيش لحد حتي لو كنت بحبهم,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1802,1803,قالك  #الزين بلا  #عقليه كي #رمضان بلا  #زلابيه D lt NUM,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1803,1804,كان ياما كان كان فيه عصفور قلبه صغير ريشه قصير حلمه يرفرف بره السور كان انسان من طين من نور,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1805,1806,USER USER USER الكل مانيش عاملتلهم فولوو,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1806,1807,USER حياتك مش رح تنتهي لما يبعد عنك شخص كان بيوم كل شي بالنسبه الك حياتك بتنتهي لما يخلص عمرك وبس,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1807,1808,USER الجنه و النار و في بينهن واحد تهيالي واخد دور البرزخ,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1809,1810,يا عمي بديش اقوم حلو عني شو هادا URL,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1810,1811,USER اللي عشق ضي القمر ماتجذبه لمعه نجم,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1817,1818,USER USER USER حزب الله بالحكومه و المجلس النيابي من NUM وكل الحكومات وبياناتها الوزاريه هني وافقو عليها,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1819,1820,اكيد فيه حد مفلس ويبي تفتوفه فتح عيونك ياجودران URL,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1821,1822,سمه البدن كانت خرافيه بخساره اتحاد التكنو بس خساره اليوم بالاردنيه بتعطي مؤشرانه الخسائرافدح والاخطاء اعمق بالتجربه الطلابيه الحديثه #judays,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1822,1823,USER الطريقه الالهيه الي تمت فيها العمليه ومكان العمليه في نص كيان كلو ثكنات عسكريه ونقاط مراقبه وكاميرات وحواجز وتجمعات استيطانيه و,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1824,1825,نقلا عن صديق من الابيار بدايت شهر NUM مصنع غوط سلطان يبدا في انتاج الالبان ومشتقاته وزباري غوط URL نسيم تاني حريه,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1825,1826,USER USER USER شكلك رح تكون وجبه دسمه يا الهتر,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1829,1830,USER احنا لي مشرفينكم يا كلاب وانتم دائما ترسلونا حكام سيئين,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1830,1831,رشاد ولا كبده URL,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1832,1833,بخصوص ما وقع لجمهور طنجه يوم امس هاذاك راه غير تحذير باقي غادي نشدوكم نكرموكم فتماره غير كونو هانين URL URL,Morocco,Morocco,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1836,1837,خيو لجاري ولد لديه متلازمه داون عمرو شي NUM سنه قاعد عالبلكون معو سبيكر وعم يسمع طراطيق معبيينلو ياهم عا USB بلا تنقايه لحد ما صار رح يفقع راسي عندي سبيكر كبير دورتو وما عليت الصوت كتير وعم بسمع ناصيف زيتون وادهم نابلسي ومروان خوري وفارس كرم ووائل كفوري بكون عم بزعجو قولكم,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1838,1839,USER انا بدي جوليا تجي تغني ب بعلبك #مطلب_عام,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1839,1840,يستاهل الاتحاد الفوز المدرب ما تعلم من مباراه الدوري #الاتحاد_النصر,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1840,1841,هيا يا سيدي المكشخين يجيو عاليمين و الكليبيستيه يجيو عاليسار خليونا نجمو نسربيوكم و كل واحد يقوللنا شربو شنوا D,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1841,1842,USER هه ياويلي عالمسخره مافي تشجيعع URL يلي بيفهم عليي الله مايحرمني منك اي صح النوم يلا شوفي شغلك باشري حكي,Syria,Syria,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1842,1843,#abdelhay_belgaoui حملو جثته علي متن بيكوب و اكمل الستاتي سهره الرقص و الغناء استمعوا لحكايه هذا الشاب الجميل و الخلوق NUM سنه كيقرا فليستيا وفين ما كيلقا شي فجوه كيمشي يخدم علي والديه جاء URL URL,Morocco,Morocco,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1845,1846,يا هﻻ بسيف اﻻسﻻم معمر القذافي يا هﻻ,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1846,1847,USER ياخي قالكم مش راح ينتقل كولو تبن,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1848,1849,USER USER USER ماضبطت معه الحبكه الدراميه,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1849,1850,USER ناس لي دخلو عندها لبارح و عاتبوها علا قبل لانفولو الا عندكم شويه نفس دخلو طلبو منها السماحه #RaphaelJabbour #HananeElKhader,Morocco,Morocco,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1852,1853,#يلي_بدو_مريم_البسام_ترجع_عتويتر_يكتب_تعليق انا هيلدا كرم وقلم السيده مريم البسام يمثلني ويشرفني,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1853,1854,USER الله محيي كل شريف بسوريه,Syria,Syria,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1854,1855,USER اعوذبالله من العادات الي كذا كانهم مسوين معصيه مو زواج,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1857,1858,بس جاي عبالي اناام,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1859,1860,قصه شاب جزائري حاب يليكيدي مادامتو الفتاه الجزائريه حبيبي وقتاش نتزوجو الشاب URL,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1860,1861,USER فسيخه ملفوفه بي بوكيه ورد حدا حاطط ديودرانت من دون ما يتحمم #استحموا,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1862,1863,USER والله نسيم هو روح الاكاديمي نسوم #StaracArabia #NassimRaissi,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1863,1864,USER صباح الخير معليش روطار بصح خير من ما تنوضيش سلامات عينك متزيديش تغمضيهم,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1864,1865,USER اذا سمعت شخص يصفق للمغني عايض ادرك باننا وصلنا لمرحله الحضيض في الفن السعودي قالوا وش حدك علي رابح قال عايض,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1865,1866,في NUM موش لازم تجبدوا الشهريه توه الحكومه تجبدها في بلاصتكم URL,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1866,1867,J aime une vidéo USER de USER بائعه الطابونه صاحبه ماجستير URL نصيحه,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1868,1869,USER يا عين ديري عزم ربن داره وكوني صبوره نين تبرد URL,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1869,1870,USER الحاضر يعلم الغايب ترا سالم الدوسري دخل الفتره الحره قبل يومين علي ذمه عضو شرف نادي الهلال ابو لطيفه لاحد يجينا من مسؤولين ال,Saudi_Arabia,Saudi_Arabia,Saudi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1872,1873,ياريت عنا كووخ,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1873,1874,حاسه الناس متغيره كتير و الدنيا غريبه حاسه حالي مش بمكاني ابداا,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1874,1875,محسن حسن معلقا علي فيديو الرشق طوبال من حقو يسهر اما لازمو ينتبه URL,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1877,1878,USER كل سنه و انت طيب يا زميل شات ماتشات الزمالك,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1878,1879,USER فاتك يوم ياريتك حضرته #بنغازي_روحت URL,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1881,1882,USER #nassimraissi #SocialMediaNight نسوم متخافش رانا كلنا معاك و تونس متخليكش خاطر انت غالي علينا و نحبوك برشا و نحبك تغنيلي خل,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1882,1883,معهم حق جماعه مناهضه تغيير المناهج شوفو شو بزرعوا خرافات بعقول URL,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1884,1885,USER قلناها ورح نعيد بيروت كانت وبقيت ورح تضل لعيونك وفيه #لائحه_البيارته #زي_ما_هي URL,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1885,1886,USER باليز تضرب من جديد بين الشعب والصاعيقه #الحراك_الشعبي سلميه سلميه والصاعيقه عينيا URL,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1886,1887,USER معلومه فوتوغرافيه عن دوله ناميبيا لي غادي يلعب المنتخب المغربي ضدها URL لي فالتصاور لي لتحت هو واحد القنت كاين في ناميبا,Morocco,Morocco,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1887,1888,J aime une vidéo USER Original Wael Kfoury Ba tereflek وائل كفوري بعترفلك à l adresse,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1891,1892,اخر مره شديت في موقف سياسي امتي NUM منها لليوم ني انسان جديد URL,Libya,Libya,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1892,1893,عارف انا مين لا منا لو اعرف هقولك و انا كمان او اقولك مش واحشني D URL,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1893,1894,USER #بقلك_شو_بدنا كهرباء بي لبنان NUM NUM,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1897,1898,فما طفله باش يخطبوها قالتلها امها لازمك تبان قدامهم الي انت حره و مڨديه الضياف قعدو قد قد و هي قالتلهم قوموا بش نغسل الزربيه هه,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1898,1899,امي احبك جدا جدا اشتفتلك يا URL URL,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1899,1900,USER اقسم بالله لو بشار طلع وقال انا اللي قصفت كيماوي ليردوا عليه بعض الدول العربيه والغربيه وين دليلك #خان_شيخون #مجزره_الكيماوي,Syria,Syria,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1900,1901,USER amp USER وفي ليله رمضانيه مثل هذه قبل عام كانت تجمعنا لانا قسوم والله زمان p,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1901,1902,USER البارح كيف التوانسه تفرجوا في ايناس البويكري هي المره الوحيده اللي الناس الكل بالرسمي تستني في الضوء الاخضر و الضو الا,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1902,1903,بالحركه URL يا شيخ من كتر الحركه طحنتن #سعد_الناس,Lebanon,Lebanon,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1903,1904,شنع وشايف حالكك وزنخ تراا زيكك زي الورقهه الي بتككون مع علبهه الدواا #ههااي,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1904,1905,صراحه NUM NUM مش هاخدها سكرين خالص اهو بس من كلامك يعني انك مصارحتهوش يعني مجرد ميل بس يعني وبالتالي ده اعجاب وطالما هو عمل اللي قلتي عليه فخلاص تجاوزي ده وعديه ولا كان كان فيه حاجه عادي ممكن تحكي ف اي وقت انا كنت كاتب امبارح ان لو حد عايز يحكي حاجه براحته يعني فاشطا,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1905,1906,USER #StaracArabia يارب نسيم يبدع في يقليبي مع ملحم زين في ناس هيجيها شلل في عينها التانيه,Tunisia,Tunisia,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1906,1907,USER من راقب الناس لا مات ولا اشي صار يعرف كل اشي وماسك علي كل واحد ممسك,Jordan,Jordan,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1907,1908,صفحه كتير حلوه ومميزه بكل شي فيها بعتبرها شي مهم لاني كنت بنشر عليها اشياء كانت من كتابتي احيانا URL URL,Palestine,Palestine,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1910,1911,هذاك نعدين باباكم هو كانسان بذاتو صح تمنييكه وهذاك التهديد صح كي URL بصح ماشي اي تبان شويه اوفررياكتد الحاله علاش زعمه حابين تشكو URL راني نشم ريحه الحسد فالموضوع,Algeria,Algeria,Maghrebi
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1911,1912,عم تسالني ليش تاخر #النصر لانو الناس عم تشتغل بالدنيا و نسيانه انو في #قبر لانو اسهل مسبه عم تكون  URL URL,Syria,Syria,Levantine
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1912,1913,USER اخواتي مثلا بقالهم اسبوع علي كده بطلوا ينزلوا الشارع بنات اخواتي بطلوا يروحوا المدرسه الامن مسك مشتبه فيهم كتير بس لحد دلوقت,Egypt,Egypt,Egyptian
NADI2023_Subtask1_TRAIN,data/raw/nadi2023/NADI2023_Release_Train/Subtask1/NADI2023_Subtask1_TRAIN.tsv,subtask1_train_1913,1914,طيب علشان محدش يزعل المعامله هتبقي بالمثل كل واحد يخلي باله من طريقه كلامه مفيش حد احسن من حد خلصت علي كده,Egypt,Egypt,Egyptian
